title,genres,language,country,release_year,director,actors,imdb_link,watched_date
Chasing Mavericks,Biography|Drama|Sport,English,USA,2012,Michael Apted,Gerard Butler|Abigail Spencer|Leven Rambin,http://www.imdb.com/title/tt1629757/,2012-12-02
The Cold Light of Day,Action|Thriller,English,USA,2012,Mabrouk El Mechri,Henry Cavill|Bruce Willis|Óscar Jaenada,http://www.imdb.com/title/tt1366365/,2012-04-05
The Oogieloves in the Big Balloon Adventure,Adventure|Family|Fantasy|Musical,English,USA,2012,Matthew Diamond,Chazz Palminteri|Garrett Clayton|Toni Braxton,http://www.imdb.com/title/tt1520498/,2012-11-01
Zambezia,Adventure|Animation|Comedy|Family,English,South Africa,2012,Wayne Thornley,Leonard Nimoy|Phil LaMarr|Noureen DeWulf,http://www.imdb.com/title/tt1488181/,2012-06-12
Won't Back Down,Drama,English,USA,2012,Daniel Barnz,Holly Hunter|Rosie Perez|Dante Brown,http://www.imdb.com/title/tt1870529/,2012-04-04
Red Lights,Drama|Horror|Mystery|Thriller,English,Spain,2012,Rodrigo Cortés,Robert De Niro|Toby Jones|Craig Roberts,http://www.imdb.com/title/tt1748179/,2012-05-14
Pitch Perfect,Comedy|Music|Romance,English,USA,2012,Jason Moore,Anna Kendrick|Hana Mae Lee|Ben Platt,http://www.imdb.com/title/tt1981677/,2012-04-10
The Apparition,Horror|Thriller,English,USA,2012,Todd Lincoln,Julianna Guill|Rick Gomez|Tim Williams,http://www.imdb.com/title/tt1433822/,2012-07-28
Moonrise Kingdom,Adventure|Comedy|Drama|Romance,English,USA,2012,Wes Anderson,Bruce Willis|Bill Murray|Bob Balaban,http://www.imdb.com/title/tt1748122/,2012-10-04
Vamps,Comedy|Horror|Romance,English,USA,2012,Amy Heckerling,Taylor Negron|Justin Kirk|Ivan Sergei,http://www.imdb.com/title/tt1545106/,2012-09-20
The Woman in Black,Drama|Fantasy|Horror|Thriller,English,UK,2012,James Watkins,Daniel Radcliffe|Roger Allam|Jessica Raine,http://www.imdb.com/title/tt1596365/,2012-02-21
End of Watch,Crime|Drama|Thriller,English,USA,2012,David Ayer,Jake Gyllenhaal|Anna Kendrick|America Ferrera,http://www.imdb.com/title/tt1855199/,2012-05-29
The Place Beyond the Pines,Crime|Drama|Thriller,English,USA,2012,Derek Cianfrance,Ryan Gosling|Ben Mendelsohn|Angelo Anthony Pizza,http://www.imdb.com/title/tt1817273/,2012-04-20
Killing Them Softly,Crime|Thriller,English,USA,2012,Andrew Dominik,Brad Pitt|Sam Shepard|Ben Mendelsohn,http://www.imdb.com/title/tt1764234/,2012-11-10
The Man with the Iron Fists,Action,English,USA,2012,RZA,Rick Yune|RZA|Daniel Wu,http://www.imdb.com/title/tt1258972/,2012-08-23
Promised Land,Drama,English,USA,2012,Gus Van Sant,Matt Damon|Hal Holbrook|Terry Kinney,http://www.imdb.com/title/tt2091473/,2012-10-27
The Possession,Horror|Thriller,English,USA,2012,Ole Bornedal,Kyra Sedgwick|Madison Davenport|Natasha Calis,http://www.imdb.com/title/tt0431021/,2012-01-29
Good Deeds,Comedy|Drama|Romance,English,USA,2012,Tyler Perry,Eddie Cibrian|Phylicia Rashad|Jamie Kennedy,http://www.imdb.com/title/tt1885265/,2012-07-21
Fun Size,Adventure|Comedy,English,USA,2012,Josh Schwartz,Thomas McDonell|Jackson Nicoll|Osric Chau,http://www.imdb.com/title/tt1663143/,2012-07-06
Seven Psychopaths,Comedy|Crime,English,UK,2012,Martin McDonagh,Abbie Cornish|Gabourey Sidibe|Michael Stuhlbarg,http://www.imdb.com/title/tt1931533/,2012-03-13
The Perks of Being a Wallflower,Drama|Romance,English,USA,2012,Stephen Chbosky,Logan Lerman|Ezra Miller|Kate Walsh,http://www.imdb.com/title/tt1659337/,2012-05-24
Ernest & Celestine,Animation|Comedy|Crime|Drama|Family,French,France,2012,Stéphane Aubier,Mackenzie Foy|Megan Mullally|Lambert Wilson,http://www.imdb.com/title/tt1816518/,2012-05-26
Think Like a Man,Comedy|Romance,English,USA,2012,Tim Story,Chris Brown|Romany Malco|Regina Hall,http://www.imdb.com/title/tt1621045/,2012-04-05
Act of Valor,Action|Adventure|Drama|Thriller|War,English,USA,2012,Mike McCoy,Alex Veadov|Jason Cottle|Rorke Denver,http://www.imdb.com/title/tt1591479/,2012-11-22
Chronicle,Drama|Sci-Fi|Thriller,English,USA,2012,Josh Trank,Michael Kelly|Alex Russell|Ashley Hinshaw,http://www.imdb.com/title/tt1706593/,2012-07-21
Project X,Comedy|Crime,English,USA,2012,Nima Nourizadeh,Dax Flame|Kirby Bliss Blanton|Oliver Cooper,http://www.imdb.com/title/tt1636826/,2012-09-05
Katy Perry: Part of Me,Documentary|Music,English,USA,2012,Dan Cutforth,Lexie Contursi|Ashley Ashida Dixon|Anthony Burrell,http://www.imdb.com/title/tt2215719/,2012-08-30
Arbitrage,Drama|Thriller,English,USA,2012,Nicholas Jarecki,Nate Parker|Curtiss Cook|Reg E. Cathey,http://www.imdb.com/title/tt1764183/,2012-04-10
Darling Companion,Comedy|Drama|Romance,English,USA,2012,Lawrence Kasdan,Dianne Wiest|Mark Duplass|Sam Shepard,http://www.imdb.com/title/tt1730687/,2012-12-05
Quartet,Comedy|Drama,English,UK,2012,Dustin Hoffman,Luke Newberry|Sheridan Smith|Pauline Collins,http://www.imdb.com/title/tt1441951/,2012-01-04
LOL,Comedy|Drama|Romance,English,USA,2012,Lisa Azuelos,Nora Dunn|Lina Esco|Alix Freihage,http://www.imdb.com/title/tt1592873/,2012-02-16
For Greater Glory: The True Story of Cristiada,Drama|History|War,Spanish,Mexico,2012,Dean Wright,Santiago Cabrera|Eduardo Verástegui|Catalina Sandino Moreno,http://www.imdb.com/title/tt1566501/,2012-04-12
Sparkle,Drama|Music,English,USA,2012,Salim Akil,Omari Hardwick|Curtis Armstrong|Mike Epps,http://www.imdb.com/title/tt1876451/,2012-03-11
Mud,Drama,English,USA,2012,Jeff Nichols,Matthew McConaughey|Tye Sheridan|Sam Shepard,http://www.imdb.com/title/tt1935179/,2012-05-11
Seeking a Friend for the End of the World,Adventure|Comedy|Drama|Romance|Sci-Fi,English,USA,2012,Lorene Scafaria,Steve Carell|Mark Moses|Rob Huebel,http://www.imdb.com/title/tt1307068/,2012-10-02
The Collection,Action|Horror|Thriller,English,USA,2012,Marcus Dunstan,Daniel Sharman|Johanna Braddy|Lee Tergesen,http://www.imdb.com/title/tt1748227/,2012-02-11
Atlas Shrugged II: The Strike,Drama|Mystery|Sci-Fi,English,USA,2012,John Putch,Robert Picardo|Diedrich Bader|Esai Morales,http://www.imdb.com/title/tt1985017/,2012-11-30
The Iceman,Biography|Crime|Drama,English,USA,2012,Ariel Vromen,Chris Evans|James Franco|Robert Davi,http://www.imdb.com/title/tt1491044/,2012-02-03
Amour,Drama|Romance,French,France,2012,Michael Haneke,Isabelle Huppert|Emmanuelle Riva|Jean-Louis Trintignant,http://www.imdb.com/title/tt1602620/,2012-12-20
Jab Tak Hai Jaan,Drama|Romance,Hindi,India,2012,Yash Chopra,Shah Rukh Khan|Katrina Kaif|Vic Waghorn,http://www.imdb.com/title/tt2176013/,2012-10-15
Restless,Drama|Romance,English,UK,2012,Edward Hall,Rufus Sewell|Hayley Atwell|Charlotte Rampling,http://www.imdb.com/title/tt2241676/,2012-11-26
Outside Bet,Comedy,English,UK,2012,Sacha Bennett,Bob Hoskins|Jenny Agutter|Vincent Regan,http://www.imdb.com/title/tt1772422/,2012-06-23
Black November,Action|Crime|Drama|Thriller,English,Nigeria,2012,Jeta Amata,Akon|Nathin Butler|Razaaq Adoti,http://www.imdb.com/title/tt2147225/,2012-12-25
Magic Mike,Comedy|Drama,English,USA,2012,Steven Soderbergh,Channing Tatum|Alex Pettyfer|Matthew McConaughey,http://www.imdb.com/title/tt1915581/,2012-02-20
Skyfall,Action|Adventure|Thriller,English,UK,2012,Sam Mendes,Albert Finney|Helen McCrory|Rory Kinnear,http://www.imdb.com/title/tt1074638/,2012-11-19
Snow Queen,Adventure|Animation|Family,Russian,Russia,2012,Vladlen Barbe,Erin Fitzgerald|Wendee Lee|Ivan Okhlobystin,http://www.imdb.com/title/tt2243621/,2012-08-29
House at the End of the Street,Drama|Horror|Thriller,English,Canada,2012,Mark Tonderai,Jennifer Lawrence|Nolan Gerard Funk|Gil Bellows,http://www.imdb.com/title/tt1582507/,2012-09-12
The Words,Drama|Mystery|Romance|Thriller,English,USA,2012,Brian Klugman,J.K. Simmons|Bradley Cooper|Olivia Wilde,http://www.imdb.com/title/tt1840417/,2012-11-01
Casa de mi Padre,Comedy|Western,Spanish,USA,2012,Matt Piedmont,Will Ferrell|Adrian Martinez|Luis E. Carazo,http://www.imdb.com/title/tt1702425/,2012-02-04
Deadfall,Crime|Drama|Thriller,English,USA,2012,Stefan Ruzowitzky,Charlie Hunnam|Olivia Wilde|Sissy Spacek,http://www.imdb.com/title/tt1667310/,2012-04-01
Freaky Deaky,Comedy|Crime|Thriller,English,USA,2012,Charles Matthau,Billy Burke|Michael Jai White|Bill Duke,http://www.imdb.com/title/tt0938305/,2012-12-15
Trade of Innocents,Drama|Thriller,English,USA,2012,Christopher M. Bessette,Mira Sorvino|John Billingsley|Trieu Tran,http://www.imdb.com/title/tt1772408/,2012-05-12
Khiladi 786,Action|Comedy,Hindi,India,2012,Ashish R. Mohan,Asin|Mithun Chakraborty|Johnny Lever,http://www.imdb.com/title/tt2166214/,2012-06-20
Grabbers,Comedy|Horror|Sci-Fi|Thriller,English,UK,2012,Jon Wright,Russell Tovey|Richard Coyle|Bronagh Gallagher,http://www.imdb.com/title/tt1525366/,2012-04-15
Paranormal Activity 4,Horror,English,USA,2012,Henry Joost,Matt Shively|Brendon Eggertsen|Alisha Boe,http://www.imdb.com/title/tt2109184/,2012-02-12
Spring Breakers,Crime|Drama,English,USA,2012,Harmony Korine,James Franco|Heather Morris|Rachel Korine,http://www.imdb.com/title/tt2101441/,2012-06-04
Should've Been Romeo,Comedy|Drama,English,USA,2012,Marc Bennett,Michael Rapaport|Natasha Henstridge|Costas Mandylor,http://www.imdb.com/title/tt1717210/,2012-06-29
The Sweeney,Action|Crime|Drama,English,UK,2012,Nick Love,Hayley Atwell|Ray Winstone|Alan Ford,http://www.imdb.com/title/tt0857190/,2012-10-22
Holy Motors,Drama|Fantasy,French,France,2012,Leos Carax,Kylie Minogue|Leos Carax|Denis Lavant,http://www.imdb.com/title/tt2076220/,2012-11-28
Inescapable,Drama|Mystery|Romance|Thriller,English,Canada,2012,Ruba Nadda,Saad Siddiqui|Bonnie Lee Bouman|Fadia Nadda,http://www.imdb.com/title/tt1844203/,2012-03-30
No Vacancy,Horror,English,USA,2012,Chris Stokes,Kristen Quintrall|Rachel Sterling|Black Thomas,http://www.imdb.com/title/tt1854582/,2012-10-19
How to Fall in Love,Comedy|Romance,English,USA,2012,Mark Griffiths,Eric Mabius|Gina Holden|Brooke D'Orsay,http://www.imdb.com/title/tt2395247/,2012-02-18
The Watch,Action|Comedy|Sci-Fi,English,USA,2012,Akiva Schaffer,Will Forte|Nicholas Braun|Rosemarie DeWitt,http://www.imdb.com/title/tt1298649/,2012-04-27
Day One,Biography|Drama|Music,English,USA,2012,Nathan Frankowski,Corbin Bleu|Rus Blackwell|Luis Antonio,http://www.imdb.com/title/tt1850418/,2012-06-18
The Hunt,Drama,Danish,Denmark,2012,Thomas Vinterberg,Thomas Bo Larsen|Alexandra Rapaport|Hana Shuan,http://www.imdb.com/title/tt2106476/,2012-10-18
Antiviral,Horror|Sci-Fi|Thriller,English,Canada,2012,Brandon Cronenberg,Sarah Gadon|Douglas Smith|Caleb Landry Jones,http://www.imdb.com/title/tt2099556/,2012-08-12
Sinister,Horror|Mystery,English,USA,2012,Scott Derrickson,Danielle Kotch|Victoria Leigh|James Ransone,http://www.imdb.com/title/tt1922777/,2012-01-14
Frances Ha,Comedy|Drama|Romance,English,USA,2012,Noah Baumbach,Greta Gerwig|Grace Gummer|Vanessa Ray,http://www.imdb.com/title/tt2347569/,2012-07-29
Bachelorette,Comedy|Romance,English,USA,2012,Leslye Headland,Kirsten Dunst|Adam Scott|Andrew Rannells,http://www.imdb.com/title/tt1920849/,2012-08-06
Tim and Eric's Billion Dollar Movie,Comedy,English,USA,2012,Tim Heidecker,Michael Gross|William Atherton|Bob Ross,http://www.imdb.com/title/tt1855401/,2012-02-04
2016: Obama's America,Documentary,English,USA,2012,Dinesh D'Souza,Barack Obama|Zackary Steven Graham|Dinesh D'Souza,http://www.imdb.com/title/tt2247692/,2012-06-26
Robot & Frank,Comedy|Crime|Drama|Sci-Fi,English,USA,2012,Jake Schreier,Frank Langella|Joshua Ormond|Ana Gasteyer,http://www.imdb.com/title/tt1990314/,2012-07-29
Alien Uprising,Comedy|Sci-Fi,English,UK,2012,Dominic Burns,Julian Glover|Sean Pertwee|Bianca Brigitte VanDamme,http://www.imdb.com/title/tt2040578/,2012-02-01
Stitches,Comedy|Horror,English,Ireland,2012,Conor McMahon,Peter McQuinn|Tommy Knight|Jemma Curran,http://www.imdb.com/title/tt2126362/,2012-02-29
Supercapitalist,Thriller,English,USA,2012,Simon Yin,Paul Sheehan|Linus Roache|Kathy Uyen,http://www.imdb.com/title/tt1734586/,2012-07-18
Small Apartments,Comedy|Crime|Drama,English,USA,2012,Jonas Åkerlund,Noel Gugliemi|Saffron Burrows|Matt Lucas,http://www.imdb.com/title/tt1272886/,2012-08-23
The Ghastly Love of Johnny X,Comedy|Fantasy|Musical|Sci-Fi,English,USA,2012,Paul Bunnell,Kate Maberly|Kevin McCarthy|Paul Williams,http://www.imdb.com/title/tt1754633/,2012-02-26
Beasts of the Southern Wild,Drama|Fantasy,English,USA,2012,Benh Zeitlin,Quvenzhané Wallis|Gina Montana|Dwight Henry,http://www.imdb.com/title/tt2125435/,2012-10-04
Dysfunctional Friends,Comedy|Drama,English,USA,2012,Corey Grant,Christian Keyes|Essence Atkins|Tatyana Ali,http://www.imdb.com/title/tt1653002/,2012-02-03
The Gatekeepers,Documentary|War,Hebrew,Israel,2012,Dror Moreh,Ami Ayalon|Yuval Diskin|Yaakov Peri,http://www.imdb.com/title/tt2309788/,2012-10-01
The Lords of Salem,Drama|Fantasy|Horror|Thriller,English,USA,2012,Rob Zombie,Sid Haig|Dee Wallace|Michael Berryman,http://www.imdb.com/title/tt1731697/,2012-11-03
Jack Reacher,Action|Crime|Mystery|Thriller,English,USA,2012,Christopher McQuarrie,Tom Cruise|Robert Duvall|David Oyelowo,http://www.imdb.com/title/tt0790724/,2012-07-12
Eddie: The Sleepwalking Cannibal,Comedy|Horror,English,Canada,2012,Boris Rodriguez,Stephen McHattie|Thure Lindhardt|Georgina Reilly,http://www.imdb.com/title/tt1480658/,2012-09-18
Filly Brown,Drama|Music,English,USA,2012,Youssef Delara,Noel Gugliemi|Jenni Rivera|Jorge Diaz,http://www.imdb.com/title/tt1869425/,2012-03-11
Blue Like Jazz,Comedy|Drama,English,USA,2012,Steve Taylor,Jason Marsden|Marshall Allman|Eric Lange,http://www.imdb.com/title/tt1758575/,2012-07-26
Crowsnest,Action|Horror|Mystery|Thriller,English,Canada,2012,Brenton Spencer,Christie Burke|Victor Zinck Jr.|Chelsey Reist,http://www.imdb.com/title/tt2180333/,2012-11-11
Chernobyl Diaries,Horror|Mystery|Sci-Fi|Thriller,English,USA,2012,Bradley Parker,Jesse McCartney|Ingrid Bolsø Berdal|Jonathan Sadowski,http://www.imdb.com/title/tt1991245/,2012-12-22
The Devil Inside,Horror,English,USA,2012,William Brent Bell,Fernanda Andrade|Claudiu Trandafir|Brian Johnson,http://www.imdb.com/title/tt1560985/,2012-09-14
The Sessions,Biography|Comedy|Drama|Romance,English,USA,2012,Ben Lewin,W. Earl Brown|Adam Arkin|Rhea Perlman,http://www.imdb.com/title/tt1866249/,2012-10-31
The Act of Killing,Biography|Crime|Documentary|History,Indonesian,UK,2012,Joshua Oppenheimer,Anwar Congo|Herman Koto|Syamsul Arifin,http://www.imdb.com/title/tt2375605/,2012-08-26
Hardflip,Action|Drama,English,USA,2012,Johnny Remo,Matthew Ziff|Randy Wayne|Raquel Elizabeth Ames,http://www.imdb.com/title/tt1907639/,2012-04-30
Snow White: A Deadly Summer,Horror,English,USA,2012,David DeCoteau,Maureen McCormick|Shanley Caswell|Tim Abell,http://www.imdb.com/title/tt2149137/,2012-08-14
Black Rock,Horror|Thriller,English,USA,2012,Katie Aselton,Katie Aselton|Anslem Richardson|Jay Paulson,http://www.imdb.com/title/tt1930294/,2012-12-13
Truth or Die,Horror|Mystery,English,UK,2012,Robert Heath,David Oakes|Alexander Vlahos|Jennie Jacques,http://www.imdb.com/title/tt1838722/,2012-03-26
The Brass Teapot,Comedy|Fantasy|Thriller,English,USA,2012,Ramaa Mosley,Jack McBrayer|Michael Angarano|Alia Shawkat,http://www.imdb.com/title/tt1935902/,2012-11-02
Celeste & Jesse Forever,Comedy|Drama|Romance,English,USA,2012,Lee Toland Krieger,Ari Graynor|Janel Parrish|Rob Huebel,http://www.imdb.com/title/tt1405365/,2012-11-30
Vessel,Horror|Sci-Fi|Short|Thriller,English,USA,2012,Clark Baker,Taylor Pigeon|Alan Pietruszewski|Whit Spurgeon,http://www.imdb.com/title/tt2164708/,2012-01-07
Safety Not Guaranteed,Comedy|Drama|Romance,English,USA,2012,Colin Trevorrow,Mary Lynn Rajskub|Mark Duplass|Jeff Garlin,http://www.imdb.com/title/tt1862079/,2012-06-27
After,Fantasy|Horror|Mystery|Thriller,English,USA,2012,Ryan Smith,Sandra Ellis Lafferty|Madison Lintz|Karolina Wydra,http://www.imdb.com/title/tt1799508/,2012-05-20
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary,English,USA,2012,Molly Bernstein,David Mamet|Ricky Jay|Dick Cavett,http://www.imdb.com/title/tt2654360/,2012-12-12
The Other Dream Team,Documentary|Sport,English,USA,2012,Marius A. Markevicius,Tommy Sheppard|Greg Speirs|Mickey Hart,http://www.imdb.com/title/tt1606829/,2012-08-21
Detention of the Dead,Comedy|Horror,English,USA,2012,Alex Craig Mann,Justin Chon|Christa B. Allen|Max Adler,http://www.imdb.com/title/tt1865346/,2012-12-05
Now Is Good,Drama|Romance,English,UK,2012,Ol Parker,Jeremy Irvine|Olivia Williams|Paddy Considine,http://www.imdb.com/title/tt1937264/,2012-03-22
Girls Gone Dead,Comedy|Horror,English,USA,2012,Michael Hoffman Jr.,Vincent Chimato|John McGlothlin|Al Sapienza,http://www.imdb.com/title/tt1884318/,2012-05-21
The King of Najayo,Crime|Drama,Spanish,Dominican Republic,2012,Fernando Baez Mella,Manny Perez|Christian Alvarez|Claudette Lalí,http://www.imdb.com/title/tt2275671/,2012-07-22
Maniac,Horror|Thriller,English,France,2012,Franck Khalfoun,America Olivo|Nora Arnezeder|Liane Balaban,http://www.imdb.com/title/tt2103217/,2012-09-23
Compliance,Biography|Crime|Drama|Thriller,English,USA,2012,Craig Zobel,Dreama Walker|Matt Servitto|James McCaffrey,http://www.imdb.com/title/tt1971352/,2012-10-28
The Frozen,Horror|Thriller,English,USA,2012,Andrew Hyatt,Noah Segan|Brit Morgan|Sedona James,http://www.imdb.com/title/tt2363439/,2012-11-07
Burn,Documentary,English,USA,2012,Tom Putnam,Brendan Doogie Milewski|Donald Austin|Craig Dougherty,http://www.imdb.com/title/tt1781784/,2012-09-20
Middle of Nowhere,Drama,English,USA,2012,Ava DuVernay,Omari Hardwick|David Oyelowo|Lorraine Toussaint,http://www.imdb.com/title/tt1211890/,2012-07-18
Theresa Is a Mother,Comedy|Drama|Music,English,USA,2012,C. Fraser Press,Elaine Bromka|Robert Turano|Matthew Gumley,http://www.imdb.com/title/tt1989646/,2012-09-25
Archaeology of a Woman,Drama,English,USA,2012,Sharon Greytak,Sally Kirkland|Alex Emanuel|Elaine Bromka,http://www.imdb.com/title/tt1702455/,2012-07-30
When the Lights Went Out,Horror,English,UK,2012,Pat Holden,Alan Brent|Martin Compston|Kate Ashfield,http://www.imdb.com/title/tt1743993/,2012-08-07
Indie Game: The Movie,Documentary,English,Canada,2012,Lisanne Pajot,Jonathan Blow|Edmund McMillen|Phil Fish,http://www.imdb.com/title/tt1942884/,2012-01-18
Supporting Characters,Comedy,English,USA,2012,Daniel Schechter,Lena Dunham|Kevin Corrigan|Alex Karpovsky,http://www.imdb.com/title/tt1874789/,2012-12-19
Hayride,Crime|Drama|Horror,English,USA,2012,Terron R. Parsons,Richard Tyson|Jeremy Sande|Corlandos Scott,http://www.imdb.com/title/tt1861343/,2012-05-28
Sanctuary; Quite a Conundrum,Comedy|Horror|Thriller,English,USA,2012,Thomas L. Phillips,Julianna Pitt|Joe Coffey|John Lucas,http://www.imdb.com/title/tt2049518/,2012-11-28
Shanghai Calling,Comedy|Drama|Romance,English,USA,2012,Daniel Hsia,Alan Ruck|Daniel Henney|Eliza Coupe,http://www.imdb.com/title/tt2070597/,2012-02-12
Pirates of the Caribbean: On Stranger Tides,Action|Adventure|Fantasy,English,USA,2011,Rob Marshall,Johnny Depp|Sam Claflin|Stephen Graham,http://www.imdb.com/title/tt1298650/,2011-02-15
Cars 2,Adventure|Animation|Comedy|Family|Sport,English,USA,2011,John Lasseter,Joe Mantegna|Thomas Kretschmann|Eddie Izzard,http://www.imdb.com/title/tt1216475/,2011-11-17
Green Lantern,Action|Adventure|Sci-Fi,English,USA,2011,Martin Campbell,Ryan Reynolds|Temuera Morrison|Taika Waititi,http://www.imdb.com/title/tt1133985/,2011-04-13
Transformers: Dark of the Moon,Action|Adventure|Sci-Fi,English,USA,2011,Michael Bay,Glenn Morshower|Lester Speight|Kevin Dunn,http://www.imdb.com/title/tt1399103/,2011-02-22
Hugo,Adventure|Drama|Family|Mystery,English,USA,2011,Martin Scorsese,Chloë Grace Moretz|Christopher Lee|Ray Winstone,http://www.imdb.com/title/tt0970179/,2011-03-09
X-Men: First Class,Action|Adventure|Sci-Fi,English,USA,2011,Matthew Vaughn,Jennifer Lawrence|Michael Fassbender|Oliver Platt,http://www.imdb.com/title/tt1270798/,2011-04-25
Thor,Action|Adventure|Fantasy,English,USA,2011,Kenneth Branagh,Chris Hemsworth|Natalie Portman|Anthony Hopkins,http://www.imdb.com/title/tt0800369/,2011-01-22
Kung Fu Panda 2,Action|Adventure|Animation|Comedy|Family,English,USA,2011,Jennifer Yuh Nelson,Angelina Jolie Pitt|Gary Oldman|Mike Bell,http://www.imdb.com/title/tt1302011/,2011-08-26
Mars Needs Moms,Action|Adventure|Animation|Comedy|Family|Sci-Fi,English,USA,2011,Simon Wells,Elisabeth Harnois|Dan Fogler|Tom Everett Scott,http://www.imdb.com/title/tt1305591/,2011-10-12
Mission: Impossible - Ghost Protocol,Action|Adventure|Thriller,English,USA,2011,Brad Bird,Tom Cruise|Jeremy Renner|Michael Nyqvist,http://www.imdb.com/title/tt1229238/,2011-08-26
